id,title,genre,description
1001,Oldest Living Confederate Widow Tells All,historical fiction|southern gothic,<Oldest Living Confederate Widow Tells All> is a southern gothic historical fiction novel that tells the story of a 99-year-old woman reflecting on her marriage to a Confederate soldier and the tumultuous history of the South.
1002,The Kitchen God's Wife,fiction|historical fiction|family drama,"<The Kitchen God's Wife> is a work of historical fiction that delves into the complex and tumultuous relationship between a Chinese-American woman and her mother, exploring themes of family secrets, cultural identity, and forgiveness."
1003,The Hundred Secret Senses,Fiction|Literature|Contemporary fiction,"<The Hundred Secret Senses> is a contemporary fiction book about the complex relationship between two half-sisters, one American-born and the other a ghostly spirit from China, as they navigate family secrets and cultural differences."
1004,Secret History,mystery|drama|literary fiction,<Secret History> is a literary fiction mystery about a group of elite college students who become entangled in a murder plot with deadly consequences.
1005,Patty Jane's House of Curl,Fiction|Women's Fiction|Family Drama,<Patty Jane's House of Curl> is a Women's Fiction book about the bond between two sisters as they navigate life's challenges and build a successful hair salon business together.
1006,The Bonesetter's Daughter,fiction|historical fiction,<The Bonesetter's Daughter> is a historical fiction book about a Chinese-American woman who uncovers the secrets of her mother's past while struggling with her own identity and cultural heritage.
1007,Thousand Acres,drama|contemporary fiction,<Thousand Acres> is a contemporary fiction drama about a family farm in Iowa and the complex relationships and secrets that tear the family apart.
1008,"Welcome to the World, Baby Girl!",fiction|women's fiction|humor,"<Welcome to the World, Baby Girl!> is a women's fiction book about a successful television journalist who returns to her small hometown in Missouri and confronts her past while dealing with family drama and uncovering a long-buried secret."
1009,A Patchwork Planet,realistic fiction|family drama|domestic fiction,<A Patchwork Planet> is a realistic fiction book about the struggles and redemption of a young man navigating through family drama and domestic challenges.
1010,Standing in the Rainbow,fiction|humor|coming-of-age,<Standing in the Rainbow> is a heartwarming fiction and humor novel about a young girl growing up in small-town Missouri and the quirky characters she encounters along the way.
1011,Nickel and Dimed: On (Not) Getting By in America,nonfiction|sociology|economics,<Nickel and Dimed: On (Not) Getting By in America> is a nonfiction sociology and economics book that follows author Barbara Ehrenreich as she goes undercover to explore the struggles of low-wage workers in America.
1012,Ender's Game (Ender Wiggins Saga (Paperback)),science fiction,<Ender's Game (Ender Wiggins Saga (Paperback))> is a science fiction book about a young boy named Ender Wiggins who is recruited to attend a military school in space to prepare for an alien invasion.
1013,Cold Blooded,mystery|thriller|suspense,"<Cold Blooded> is a suspenseful thriller about a woman who returns to her hometown to investigate the mysterious disappearances of several young women, only to uncover dark secrets that put her own life in danger."
1014,The Night Before,mystery|suspense|thriller,"<The Night Before> is a suspenseful thriller about a woman who goes missing after going on a blind date, leaving her sister to unravel the mystery of her disappearance."
1015,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),fiction|science fiction|dystopian,<Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)> is a science fiction book about a group of people who are left behind after the Rapture and must navigate a world plunged into chaos and destruction.
1016,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),dystopian|science fiction|religious fiction,<Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2)> is a religious fiction book about a group of believers forming a resistance movement against the Antichrist during the chaotic aftermath of the Rapture.
1017,Nicolae: The Rise of Antichrist (Left Behind No. 3),fiction|religious|apocalyptic,<Nicolae: The Rise of Antichrist (Left Behind No. 3)> is a religious apocalyptic fiction book about the rise of Nicolae Carpathia as the Antichrist and the unfolding events leading up to the end times as
1018,Soul Harvest: The World Takes Sides (Left Behind No. 4),science fiction|speculative fiction|religious fiction,<Soul Harvest: The World Takes Sides (Left Behind No. 4)> is a religious fiction book about the battle between good and evil as the Antichrist rises to power during the end times.
1019,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),fiction|Christian fiction|apocalyptic fiction,<Left Behind: A Novel of the Earth's Last Days (Left Behind #1)> is a Christian fiction book about the sudden disappearance of millions of people and the chaos that ensues as those left behind try to make sense of the event.
1020,The Book of Questions,non-fiction|self-help|philosophy,<The Book of Questions> is a thought-provoking self-help book filled with philosophical questions designed to inspire introspection and self-discovery.
1021,What to Expect the First Year,non-fiction|parenting|guide,<What to Expect the First Year> is a non-fiction parenting guide that provides advice and information on the first year of a baby's life.
1022,What to Expect When You're Expecting (Revised Edition),non-fiction|parenting|health,"<What to Expect When You're Expecting (Revised Edition)> is a comprehensive guide for expectant parents, offering information on pregnancy, childbirth, and early parenthood."
1023,Wild Animus,Fiction|Fantasy|Adventure,<Wild Animus> is a Fiction|Fantasy|Adventure book about a man who embarks on a dangerous journey into the Alaskan wilderness in pursuit of a mythic creature.
1024,A Fine Balance,fiction|literary fiction|historical fiction,"<A Fine Balance> is a literary fiction book about the lives of four characters in 1970s India, who struggle to maintain their dignity and humanity in the face of political and social turmoil."
1025,Tears of the Giraffe (No.1 Ladies Detective Agency),mystery|detective|fiction,"<Tears of the Giraffe (No.1 Ladies Detective Agency)> is a mystery fiction book about Precious Ramotswe, Botswana's first female detective, solving cases while navigating personal and professional challenges."
1026,Morality for Beautiful Girls (No.1 Ladies Detective Agency),mystery|detective fiction|crime fiction,<Morality for Beautiful Girls (No.1 Ladies Detective Agency)> is a mystery book about Botswana's first female detective solving cases of moral dilemmas and personal growth.
1027,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),mystery|detective|fiction,"<The No. 1 Ladies' Detective Agency (Today Show Book Club #8)> is a mystery fiction book about Precious Ramotswe, Botswana's first female detective who solves cases with her sharp intuition and traditional values."
1028,Ground Zero and Beyond,non-fiction|history|politics,<Ground Zero and Beyond> is a non-fiction history and politics book that explores the aftermath of the September 11 attacks and the impact on American society and politics.
1029,Between Friends,fiction|romance,<Between Friends> is a heartwarming fiction|romance novel about two childhood friends who reconnect after years apart and navigate the highs and lows of life together.
1030,Dead Run,mystery|suspense|crime fiction,<Dead Run> is a suspenseful crime fiction book about a woman who must uncover the truth about her husband's past in order to protect her daughter and herself from a dangerous threat.
